brand_code,artist,title,tier,method,chosen_ext,n_audio,n_candidates,note,chosen_path,alt_candidates
NOMAD-1061,Nate Vickers,The Kill (30 Seconds To Mars),HIGH,original,flac,14,2,,NOMAD-1061 - Nate Vickers - The Kill (30 Seconds To Mars)/Nate Vickers - The Kill (30 Seconds To Mars) (Original).flac,NOMAD-1061 - Nate Vickers - The Kill (30 Seconds To Mars)/Nate Vickers - The Kill (30 Seconds To Mars) (Original).wav
NOMAD-1062,James Vickery,Pressure (with SG Lewis),HIGH,original,flac,14,2,,NOMAD-1062 - James Vickery - Pressure (with SG Lewis)/James Vickery - Pressure (with SG Lewis) (Original).flac,NOMAD-1062 - James Vickery - Pressure (with SG Lewis)/James Vickery - Pressure (with SG Lewis) (Original).wav
NOMAD-1063,Jay and the Americans,Come a Little Bit Closer (Spanish Version),HIGH,original,flac,14,2,,NOMAD-1063 - Jay and the Americans - Come a Little Bit Closer (Spanish Version)/Jay and the Americans - Come a Little Bit Closer (Spanish Version) (Original).flac,NOMAD-1063 - Jay and the Americans - Come a Little Bit Closer (Spanish Version)/Jay and the Americans - Come a Little Bit Closer (Spanish Version) (Original).wav
NOMAD-1064,James Vickery,All In (Visualiser),HIGH,original,flac,14,2,,NOMAD-1064 - James Vickery - All In (Visualiser)/James Vickery - All In (Visualiser) (Original).flac,NOMAD-1064 - James Vickery - All In (Visualiser)/James Vickery - All In (Visualiser) (Original).wav
NOMAD-1065,The Format,Let's Make This Moment A Crime,HIGH,original,flac,15,2,,NOMAD-1065 - The Format - Let's Make This Moment A Crime/The Format - Let's Make This Moment A Crime (Original).flac,NOMAD-1065 - The Format - Let's Make This Moment A Crime/The Format - Let's Make This Moment A Crime (Original).wav
NOMAD-1066,Bear Ghost,Rivers Is a Vampire,HIGH,original,flac,20,3,,NOMAD-1066 - Bear Ghost - Rivers Is a Vampire/Bear Ghost - Rivers Is a Vampire (Original).flac,NOMAD-1066 - Bear Ghost - Rivers Is a Vampire/Bear Ghost - Rivers Is a Vampire (Original).wav ;; NOMAD-1066 - Bear Ghost - Rivers Is a Vampire/05 - Rivers Is a Vampire ( Instrumental ).flac
NOMAD-1067,Reneé Rapp,Colorado,HIGH,original,flac,14,2,,NOMAD-1067 - Reneé Rapp - Colorado/Reneé Rapp - Colorado (Original).flac,NOMAD-1067 - Reneé Rapp - Colorado/Reneé Rapp - Colorado (Original).wav
NOMAD-1068,Willow,curious-furious,HIGH,original,flac,14,2,,NOMAD-1068 - Willow - curious-furious/Willow - curious-furious (Original).flac,NOMAD-1068 - Willow - curious-furious/Willow - curious-furious (Original).wav
NOMAD-1069,From First to Last,Waltz Moore,HIGH,original,flac,14,2,,NOMAD-1069 - From First to Last - Waltz Moore/From First to Last - Waltz Moore (Original).flac,NOMAD-1069 - From First to Last - Waltz Moore/From First to Last - Waltz Moore (Original).wav
NOMAD-1070,Lizzy McAlpine,erase me,HIGH,original,flac,14,2,,NOMAD-1070 - Lizzy McAlpine - erase me/Lizzy McAlpine - erase me (Original).flac,NOMAD-1070 - Lizzy McAlpine - erase me/Lizzy McAlpine - erase me (Original).wav
NOMAD-1071,Hole,Mrs. Jones,HIGH,original,flac,15,2,,NOMAD-1071 - Hole - Mrs. Jones/Hole - Mrs. Jones (Original).flac,NOMAD-1071 - Hole - Mrs. Jones/Hole - Mrs. Jones (Original).wav
NOMAD-1072,Coiled Menace,Chemical Eyes,HIGH,original,wav,14,2,,NOMAD-1072 - Coiled Menace - Chemical Eyes/Coiled Menace - Chemical Eyes (Original).wav,NOMAD-1072 - Coiled Menace - Chemical Eyes/Coiled Menace - Chemical Eyes (Original).mp3
NOMAD-1073,Coiled Menace,Honor Among Thieves,HIGH,original,wav,14,2,,NOMAD-1073 - Coiled Menace - Honor Among Thieves/Coiled Menace - Honor Among Thieves (Original).wav,NOMAD-1073 - Coiled Menace - Honor Among Thieves/Coiled Menace - Honor Among Thieves (Original).mp3
NOMAD-1074,The Format,Holy Roller,HIGH,original,flac,16,2,,NOMAD-1074 - The Format - Holy Roller/The Format - Holy Roller (Original).flac,NOMAD-1074 - The Format - Holy Roller/The Format - Holy Roller (Original).wav
NOMAD-1075,The Mello-Kings,"Tonite, Tonite",HIGH,original,flac,14,2,,"NOMAD-1075 - The Mello-Kings - Tonite, Tonite/The Mello-Kings - Tonite, Tonite (Original).flac","NOMAD-1075 - The Mello-Kings - Tonite, Tonite/The Mello-Kings - Tonite, Tonite (Original).wav"
NOMAD-1076,Marty Robbins,Tall Handsome Stranger,HIGH,original,flac,14,2,,NOMAD-1076 - Marty Robbins - Tall Handsome Stranger/Marty Robbins - Tall Handsome Stranger (Original).flac,NOMAD-1076 - Marty Robbins - Tall Handsome Stranger/Marty Robbins - Tall Handsome Stranger (Original).wav
NOMAD-1077,illScarlett,Nothing Special,HIGH,original,flac,14,2,,NOMAD-1077 - illScarlett - Nothing Special/illScarlett - Nothing Special (Original).flac,NOMAD-1077 - illScarlett - Nothing Special/illScarlett - Nothing Special (Original).wav
NOMAD-1078,AJR,Don't Throw Out My Legos,HIGH,original,flac,14,2,,NOMAD-1078 - AJR - Don't Throw Out My Legos/AJR - Don't Throw Out My Legos (Original).flac,NOMAD-1078 - AJR - Don't Throw Out My Legos/AJR - Don't Throw Out My Legos (Original).wav
NOMAD-1079,Bob Marley & the Wailers,Kaya,HIGH,original,flac,14,2,,NOMAD-1079 - Bob Marley & the Wailers - Kaya/Bob Marley & the Wailers - Kaya (Original).flac,NOMAD-1079 - Bob Marley & the Wailers - Kaya/Bob Marley & the Wailers - Kaya (Original).wav
NOMAD-1080,Dominic Fike,White Keys,HIGH,original,flac,14,2,,NOMAD-1080 - Dominic Fike - White Keys/Dominic Fike - White Keys (Original).flac,NOMAD-1080 - Dominic Fike - White Keys/Dominic Fike - White Keys (Original).wav
NOMAD-1081,Maribou State,Spooky (feat. Holly Walker),HIGH,original,wav,14,1,,NOMAD-1081 - Maribou State - Spooky (feat. Holly Walker)/Maribou State - Spooky (feat. Holly Walker) (Original).wav,
NOMAD-1082,Pablo Montero,Que me digan viejo,HIGH,original,flac,14,2,,NOMAD-1082 - Pablo Montero - Que me digan viejo/Pablo Montero - Que me digan viejo (Original).flac,NOMAD-1082 - Pablo Montero - Que me digan viejo/Pablo Montero - Que me digan viejo (Original).wav
NOMAD-1083,Paramore,Thick Skull,HIGH,original,flac,14,2,,NOMAD-1083 - Paramore - Thick Skull/Paramore - Thick Skull (Original).flac,NOMAD-1083 - Paramore - Thick Skull/Paramore - Thick Skull (Original).wav
NOMAD-1084,Camilo Sesto,Te Quiero Así,HIGH,original,flac,14,2,,NOMAD-1084 - Camilo Sesto - Te Quiero Así/Camilo Sesto - Te Quiero Así (Original).flac,NOMAD-1084 - Camilo Sesto - Te Quiero Así/Camilo Sesto - Te Quiero Así (Original).wav
NOMAD-1085,The Amazing Devil,That Unwanted Animal (No BV),HIGH,original,flac,15,3,,NOMAD-1085 - The Amazing Devil - That Unwanted Animal (No BV)/The Amazing Devil - That Unwanted Animal (Original).flac,NOMAD-1085 - The Amazing Devil - That Unwanted Animal (No BV)/The Amazing Devil - That Unwanted Animal (Original).wav ;; NOMAD-1085 - The Amazing Devil - That Unwanted Animal (No BV)/uploaded.flac
NOMAD-1086,Aesma Daeva,"D'Oreste, D'Adjace",HIGH,original,flac,14,2,,"NOMAD-1086 - Aesma Daeva - D'Oreste, D'Adjace/Aesma Daeva - D'Oreste, D'Adjace (Original).flac","NOMAD-1086 - Aesma Daeva - D'Oreste, D'Adjace/Aesma Daeva - D'Oreste, D'Adjace (Original).wav"
NOMAD-1087,Junior Brown,Hang Up And Drive,HIGH,original,flac,14,2,,NOMAD-1087 - Junior Brown - Hang Up And Drive/Junior Brown - Hang Up And Drive (Original).flac,NOMAD-1087 - Junior Brown - Hang Up And Drive/Junior Brown - Hang Up And Drive (Original).wav
NOMAD-1088,All Time Low,For Baltimore,HIGH,original,flac,14,2,,NOMAD-1088 - All Time Low - For Baltimore/All Time Low - For Baltimore (Original).flac,NOMAD-1088 - All Time Low - For Baltimore/All Time Low - For Baltimore (Original).wav
NOMAD-1089,The Summer Set,Heart on the Floor,HIGH,original,flac,14,2,,NOMAD-1089 - The Summer Set - Heart on the Floor/The Summer Set - Heart on the Floor (Original).flac,NOMAD-1089 - The Summer Set - Heart on the Floor/The Summer Set - Heart on the Floor (Original).wav
NOMAD-1090,Red Leather,SINS (with Sueco & WesGhost),HIGH,original,flac,15,2,,NOMAD-1090 - Red Leather - SINS (with Sueco & WesGhost)/Red Leather - SINS (with Sueco & WesGhost) (Original).flac,NOMAD-1090 - Red Leather - SINS (with Sueco & WesGhost)/Red Leather - SINS (with Sueco & WesGhost) (Original).wav
NOMAD-1091,Peggy,DEAR READER,HIGH,original,flac,14,2,,NOMAD-1091 - Peggy - DEAR READER/Peggy - DEAR READER (Original).flac,NOMAD-1091 - Peggy - DEAR READER/Peggy - DEAR READER (Original).wav
NOMAD-1092,Roy Orbison,A Love So Beautiful,HIGH,original,flac,14,2,,NOMAD-1092 - Roy Orbison - A Love So Beautiful/Roy Orbison - A Love So Beautiful (Original).flac,NOMAD-1092 - Roy Orbison - A Love So Beautiful/Roy Orbison - A Love So Beautiful (Original).wav
NOMAD-1093,Roxy Music,For Your Pleasure,HIGH,original,flac,14,2,,NOMAD-1093 - Roxy Music - For Your Pleasure/Roxy Music - For Your Pleasure (Original).flac,NOMAD-1093 - Roxy Music - For Your Pleasure/Roxy Music - For Your Pleasure (Original).wav
NOMAD-1094,Noah Rinker,Wherever I Go,HIGH,original,flac,14,2,,NOMAD-1094 - Noah Rinker - Wherever I Go/Noah Rinker - Wherever I Go (Original).flac,NOMAD-1094 - Noah Rinker - Wherever I Go/Noah Rinker - Wherever I Go (Original).wav
NOMAD-1095,Martine McCutcheon,Maybe This Time (pitch +4),HIGH,original,wav,18,4,,NOMAD-1095 - Martine McCutcheon - Maybe This Time (pitch +4)/Martine McCutcheon - Maybe This Time (Original).wav,NOMAD-1095 - Martine McCutcheon - Maybe This Time (pitch +4)/Martine McCutcheon - Maybe This Time (4 semitones higher pitch).flac ;; NOMAD-1095 - Martine McCutcheon - Maybe This Time (pitch +4)/Martine McCutcheon - Maybe This Time (2 semitones higher pitch).flac ;; NOMAD-1095 - Martine McCutcheon - Maybe This Time (pitch +4)/Martine McCutcheon - Maybe This Time (4 semitones lower pitch).flac
NOMAD-1096,The Ting Tings,Shut Up and Let Me Go,HIGH,original,flac,14,2,,NOMAD-1096 - The Ting Tings - Shut Up and Let Me Go/The Ting Tings - Shut Up and Let Me Go (Original).flac,NOMAD-1096 - The Ting Tings - Shut Up and Let Me Go/The Ting Tings - Shut Up and Let Me Go (Original).wav
NOMAD-1097,The Ting Tings,Great DJ,HIGH,original,flac,14,2,,NOMAD-1097 - The Ting Tings - Great DJ/The Ting Tings - Great DJ (Original).flac,NOMAD-1097 - The Ting Tings - Great DJ/The Ting Tings - Great DJ (Original).wav
NOMAD-1098,The Ting Tings,That's Not My Name,HIGH,original,flac,15,2,,NOMAD-1098 - The Ting Tings - That's Not My Name/The Ting Tings - That's Not My Name (Original).flac,NOMAD-1098 - The Ting Tings - That's Not My Name/The Ting Tings - That's Not My Name (Original).wav
NOMAD-1099,Graham Central Station,Love And Happiness,HIGH,original,flac,14,2,,NOMAD-1099 - Graham Central Station - Love And Happiness/Graham Central Station - Love And Happiness (Original).flac,NOMAD-1099 - Graham Central Station - Love And Happiness/Graham Central Station - Love And Happiness (Original).wav
NOMAD-1100,Graham Central Station,Can You Handle It,HIGH,original,flac,14,2,,NOMAD-1100 - Graham Central Station - Can You Handle It/Graham Central Station - Can You Handle It (Original).flac,NOMAD-1100 - Graham Central Station - Can You Handle It/Graham Central Station - Can You Handle It (Original).wav
NOMAD-1101,Graham Central Station,Hair,HIGH,original,flac,14,2,,NOMAD-1101 - Graham Central Station - Hair/Graham Central Station - Hair (Original).flac,NOMAD-1101 - Graham Central Station - Hair/Graham Central Station - Hair (Original).wav
NOMAD-1102,Darren Hayes,In Your Eyes (pitch +4),HIGH,original,flac,28,4,,NOMAD-1102 - Darren Hayes - In Your Eyes (pitch +4)/other intermediates/Darren Hayes - In Your Eyes (Original Version Edit Plus 6 Semitones).flac,NOMAD-1102 - Darren Hayes - In Your Eyes (pitch +4)/Darren Hayes - In Your Eyes (pitch +4) (Original).wav ;; NOMAD-1102 - Darren Hayes - In Your Eyes (pitch +4)/Darren Hayes - In Your Eyes (Original).wav ;; NOMAD-1102 - Darren Hayes - In Your Eyes (pitch +4)/Darren Hayes - In Your Eyes (Andrew Singing).flac
NOMAD-1103,AJR,Three-Thirty,HIGH,original,flac,15,2,,NOMAD-1103 - AJR - Three-Thirty/AJR - Three-Thirty (Original).flac,NOMAD-1103 - AJR - Three-Thirty/AJR - Three-Thirty (Original).wav
NOMAD-1104,Wolfgang Petry,Drunter Und Drüber,HIGH,original,flac,15,2,,NOMAD-1104 - Wolfgang Petry - Drunter Und Drüber/Wolfgang Petry - Drunter Und Drüber (Original).flac,NOMAD-1104 - Wolfgang Petry - Drunter Und Drüber/Wolfgang Petry - Drunter Und Drüber (Original).wav
NOMAD-1105,Linda Feller,Liebe wie im Rosengarten,HIGH,original,wav,14,2,,NOMAD-1105 - Linda Feller - Liebe wie im Rosengarten/Linda Feller - Liebe wie im Rosengarten (Original).wav,NOMAD-1105 - Linda Feller - Liebe wie im Rosengarten/Linda Feller - Liebe wie im Rosengarten (Original).mp3
NOMAD-1106,Linda Feller,And're Mütter haben auch ein schönes Kind,HIGH,original,flac,14,2,,NOMAD-1106 - Linda Feller - And're Mütter haben auch ein schönes Kind/Linda Feller - And're Mütter haben auch ein schönes Kind (Original).flac,NOMAD-1106 - Linda Feller - And're Mütter haben auch ein schönes Kind/Linda Feller - And're Mütter haben auch ein schönes Kind (Original).wav
NOMAD-1107,Charli XCX,Secret (Shh),HIGH,original,flac,15,2,,NOMAD-1107 - Charli XCX - Secret (Shh)/Charli XCX - Secret (Shh) (Original).flac,NOMAD-1107 - Charli XCX - Secret (Shh)/Charli XCX - Secret (Shh) (Original).wav
NOMAD-1108,TRAITRS,The Lovely Wounded,HIGH,original,flac,14,2,,NOMAD-1108 - TRAITRS - The Lovely Wounded/TRAITRS - The Lovely Wounded (Original).flac,NOMAD-1108 - TRAITRS - The Lovely Wounded/TRAITRS - The Lovely Wounded (Original).wav
NOMAD-1109,Stella Lefty,Cynic (pitch -5),HIGH,original,wav,13,1,,NOMAD-1109 - Stella Lefty - Cynic (pitch -5)/Stella Lefty - Cynic (pitch -5) (Original).wav,
NOMAD-1110,Moron Police,Captain Awkward,HIGH,original,flac,14,2,,NOMAD-1110 - Moron Police - Captain Awkward/Moron Police - Captain Awkward (Original).flac,NOMAD-1110 - Moron Police - Captain Awkward/Moron Police - Captain Awkward (Original).wav
NOMAD-1111,Broods,Bridges,HIGH,original,flac,17,2,,NOMAD-1111 - Broods - Bridges/Broods - Bridges (Original).flac,NOMAD-1111 - Broods - Bridges/Broods - Bridges (Original).wav
NOMAD-1112,Beck,Thinking About You,HIGH,original,flac,14,2,,NOMAD-1112 - Beck - Thinking About You/Beck - Thinking About You (Original).flac,NOMAD-1112 - Beck - Thinking About You/Beck - Thinking About You (Original).wav
NOMAD-1113,piri & tommy,who invited u,HIGH,original,flac,14,2,,NOMAD-1113 - piri & tommy - who invited u/piri & tommy - who invited u (Original).flac,NOMAD-1113 - piri & tommy - who invited u/piri & tommy - who invited u (Original).wav
NOMAD-1114,piri & tommy,dog,HIGH,original,flac,16,2,,NOMAD-1114 - piri & tommy - dog/piri & tommy - dog (Original).flac,NOMAD-1114 - piri & tommy - dog/piri & tommy - dog (Original).wav
NOMAD-1115,Phantom Planet,Raise the Dead,HIGH,original,flac,14,2,,NOMAD-1115 - Phantom Planet - Raise the Dead/Phantom Planet - Raise the Dead (Original).flac,NOMAD-1115 - Phantom Planet - Raise the Dead/Phantom Planet - Raise the Dead (Original).wav
NOMAD-1116,Bear Ghost,Heavy News,HIGH,original,flac,18,2,,NOMAD-1116 - Bear Ghost - Heavy News/Bear Ghost - Heavy News (Original).flac,NOMAD-1116 - Bear Ghost - Heavy News/Bear Ghost - Heavy News (Original).wav
NOMAD-1117,Maury Yeston (Nine_ The Musical),Only With You,HIGH,original,flac,15,2,,NOMAD-1117 - Maury Yeston (Nine_ The Musical) - Only With You/Maury Yeston (Nine_ The Musical) - Only With You (Original).flac,NOMAD-1117 - Maury Yeston (Nine_ The Musical) - Only With You/Maury Yeston (Nine_ The Musical) - Only With You (Original).wav
NOMAD-1118,Public Enemy,Hazy Shade of Criminal,HIGH,original,flac,18,2,,NOMAD-1118 - Public Enemy - Hazy Shade of Criminal/Public Enemy - Hazy Shade of Criminal (Original).flac,NOMAD-1118 - Public Enemy - Hazy Shade of Criminal/Public Enemy - Hazy Shade of Criminal (Original).wav
NOMAD-1119,Ranchside Melodies,Let it Be - The Beatles,HIGH,youtube,wav,14,2,,NOMAD-1119 - Ranchside Melodies - Let it Be - The Beatles/Ranchside Melodies - Let it Be - The Beatles (Youtube Nt4of3oYCC8).wav,NOMAD-1119 - Ranchside Melodies - Let it Be - The Beatles/Ranchside Melodies - Let it Be - The Beatles (Youtube Nt4of3oYCC8).webm
NOMAD-1120,The Main Squeeze,#W W C,HIGH,original,flac,14,2,,NOMAD-1120 - The Main Squeeze - #W W C/The Main Squeeze - #W W C (Original).flac,NOMAD-1120 - The Main Squeeze - #W W C/The Main Squeeze - #W W C (Original).wav
NOMAD-1121,John Prine,The Sins of Memphisto,HIGH,original,flac,15,2,,NOMAD-1121 - John Prine - The Sins of Memphisto/John Prine - The Sins of Memphisto (Original).flac,NOMAD-1121 - John Prine - The Sins of Memphisto/John Prine - The Sins of Memphisto (Original).wav
NOMAD-1122,Mel McDaniel,Let It Roll (Let It Rock),HIGH,original,flac,14,2,,NOMAD-1122 - Mel McDaniel - Let It Roll (Let It Rock)/Mel McDaniel - Let It Roll (Let It Rock) (Original).flac,NOMAD-1122 - Mel McDaniel - Let It Roll (Let It Rock)/Mel McDaniel - Let It Roll (Let It Rock) (Original).wav
NOMAD-1123,Vern Gosdin,Chiseled In Stone,HIGH,original,flac,15,2,,NOMAD-1123 - Vern Gosdin - Chiseled In Stone/Vern Gosdin - Chiseled In Stone (Original).flac,NOMAD-1123 - Vern Gosdin - Chiseled In Stone/Vern Gosdin - Chiseled In Stone (Original).wav
NOMAD-1124,James Taylor,Carolina In My Mind,HIGH,original,flac,14,2,,NOMAD-1124 - James Taylor - Carolina In My Mind/James Taylor - Carolina In My Mind (Original).flac,NOMAD-1124 - James Taylor - Carolina In My Mind/James Taylor - Carolina In My Mind (Original).wav
NOMAD-1125,Our Sins,Down - The Fallen Interlude,HIGH,original,flac,14,2,,NOMAD-1125 - Our Sins - Down - The Fallen Interlude/Our Sins - Down - The Fallen Interlude (Original).flac,NOMAD-1125 - Our Sins - Down - The Fallen Interlude/Our Sins - Down - The Fallen Interlude (Original).wav
NOMAD-1126,American Head Charge,Just So You Know,HIGH,original,flac,14,2,,NOMAD-1126 - American Head Charge - Just So You Know/American Head Charge - Just So You Know (Original).flac,NOMAD-1126 - American Head Charge - Just So You Know/American Head Charge - Just So You Know (Original).wav
NOMAD-1127,Newgrounds Death Rugby,Hinamizawa,HIGH,original,flac,14,2,,NOMAD-1127 - Newgrounds Death Rugby - Hinamizawa/Newgrounds Death Rugby - Hinamizawa (Original).flac,NOMAD-1127 - Newgrounds Death Rugby - Hinamizawa/Newgrounds Death Rugby - Hinamizawa (Original).wav
NOMAD-1128,Hole,Pretty On The Inside,HIGH,original,flac,14,2,,NOMAD-1128 - Hole - Pretty On The Inside/Hole - Pretty On The Inside (Original).flac,NOMAD-1128 - Hole - Pretty On The Inside/Hole - Pretty On The Inside (Original).wav
NOMAD-1129,Coil,Ostia (The Death of Pasolini),HIGH,original,flac,14,2,,NOMAD-1129 - Coil - Ostia (The Death of Pasolini)/Coil - Ostia (The Death of Pasolini) (Original).flac,NOMAD-1129 - Coil - Ostia (The Death of Pasolini)/Coil - Ostia (The Death of Pasolini) (Original).wav
NOMAD-1130,Academia de Musica Guzmán Records,La Llorona (Cover),HIGH,youtube,wav,13,1,,NOMAD-1130 - Academia de Musica Guzmán Records - La Llorona (Cover)/Academia de Musica Guzmán Records - La Llorona (Cover) (Youtube 7VQe2MXJxl8).wav,
NOMAD-1131,American Head Charge,Downstream,HIGH,original,flac,14,2,,NOMAD-1131 - American Head Charge - Downstream/American Head Charge - Downstream (Original).flac,NOMAD-1131 - American Head Charge - Downstream/American Head Charge - Downstream (Original).wav
NOMAD-1132,Samantha Leah,WILD WOMAN,HIGH,original,flac,20,2,,NOMAD-1132 - Samantha Leah - WILD WOMAN/Samantha Leah - WILD WOMAN (Original).flac,NOMAD-1132 - Samantha Leah - WILD WOMAN/Samantha Leah - WILD WOMAN (Original).wav
NOMAD-1133,Panchiko,Laputa,HIGH,youtube,wav,14,2,,NOMAD-1133 - Panchiko - Laputa/Panchiko - Laputa (Youtube BQRkv-MZwJ8).wav,NOMAD-1133 - Panchiko - Laputa/Panchiko - Laputa (Youtube BQRkv-MZwJ8).webm
NOMAD-1134,Junior Brown,Long Walk Back to San Antone,HIGH,original,flac,14,2,,NOMAD-1134 - Junior Brown - Long Walk Back to San Antone/Junior Brown - Long Walk Back to San Antone (Original).flac,NOMAD-1134 - Junior Brown - Long Walk Back to San Antone/Junior Brown - Long Walk Back to San Antone (Original).wav
NOMAD-1135,Bonny Doon,San Francisco,HIGH,original,flac,14,2,,NOMAD-1135 - Bonny Doon - San Francisco/Bonny Doon - San Francisco (Original).flac,NOMAD-1135 - Bonny Doon - San Francisco/Bonny Doon - San Francisco (Original).wav
NOMAD-1136,Graham Central Station,People,HIGH,original,flac,17,2,,NOMAD-1136 - Graham Central Station - People/Graham Central Station - People (Original).flac,NOMAD-1136 - Graham Central Station - People/Graham Central Station - People (Original).wav
NOMAD-1137,Elijah Woods,Stay Home,HIGH,original,flac,15,2,,NOMAD-1137 - Elijah Woods - Stay Home/Elijah Woods - Stay Home (Original).flac,NOMAD-1137 - Elijah Woods - Stay Home/Elijah Woods - Stay Home (Original).wav
NOMAD-1138,Benny Schnier,Bin wieder frei,HIGH,original,wav,15,2,,NOMAD-1138 - Benny Schnier - Bin wieder frei/Benny Schnier - Bin wieder frei (Original).wav,NOMAD-1138 - Benny Schnier - Bin wieder frei/Benny Schnier - Bin wieder frei (Original).mp3
NOMAD-1139,Hokus Pick,I'm So Happy,HIGH,original,flac,15,2,,NOMAD-1139 - Hokus Pick - I'm So Happy/Hokus Pick - I'm So Happy (Original).flac,NOMAD-1139 - Hokus Pick - I'm So Happy/Hokus Pick - I'm So Happy (Original).wav
NOMAD-1140,American Head Charge,To Be Me,HIGH,original,flac,15,2,,NOMAD-1140 - American Head Charge - To Be Me/American Head Charge - To Be Me (Original).flac,NOMAD-1140 - American Head Charge - To Be Me/American Head Charge - To Be Me (Original).wav
NOMAD-1141,Korn,Good God,HIGH,original,flac,15,2,,NOMAD-1141 - Korn - Good God/Korn - Good God (Original).flac,NOMAD-1141 - Korn - Good God/Korn - Good God (Original).wav
NOMAD-1142,Flux of Pink Indians,Tube Disaster,HIGH,original,flac,14,2,,NOMAD-1142 - Flux of Pink Indians - Tube Disaster/Flux of Pink Indians - Tube Disaster (Original).flac,NOMAD-1142 - Flux of Pink Indians - Tube Disaster/Flux of Pink Indians - Tube Disaster (Original).wav
NOMAD-1143,Christian Death,Resurrection - Sixth Communion,HIGH,original,flac,14,2,,NOMAD-1143 - Christian Death - Resurrection - Sixth Communion/Christian Death - Resurrection - Sixth Communion (Original).flac,NOMAD-1143 - Christian Death - Resurrection - Sixth Communion/Christian Death - Resurrection - Sixth Communion (Original).wav
NOMAD-1144,AWOLNATION,Run,HIGH,original,flac,15,2,,NOMAD-1144 - AWOLNATION - Run/AWOLNATION - Run (Original).flac,NOMAD-1144 - AWOLNATION - Run/AWOLNATION - Run (Original).wav
NOMAD-1145,Kerrigan-Lowdermilk ft. Michael Arden,Run Away With Me,HIGH,original,flac,22,2,,NOMAD-1145 - Kerrigan-Lowdermilk ft. Michael Arden - Run Away With Me/Kerrigan-Lowdermilk ft. Michael Arden - Run Away With Me (Original).flac,NOMAD-1145 - Kerrigan-Lowdermilk ft. Michael Arden - Run Away With Me/Kerrigan-Lowdermilk ft. Michael Arden - Run Away With Me (Original).wav
NOMAD-1146,Jeremy Jordan,Run Away With Me (Live Sony Hall),HIGH,original,flac,21,2,,NOMAD-1146 - Jeremy Jordan - Run Away With Me (Live Sony Hall)/Jeremy Jordan - Run Away With Me (Live Sony Hall) (Original).flac,NOMAD-1146 - Jeremy Jordan - Run Away With Me (Live Sony Hall)/Jeremy Jordan - Run Away With Me (Live Sony Hall) (Original).wav
NOMAD-1147,benches,Angry Lizard Noise,HIGH,original,flac,13,2,,NOMAD-1147 - benches - Angry Lizard Noise/benches - Angry Lizard Noise (Original).flac,NOMAD-1147 - benches - Angry Lizard Noise/benches - Angry Lizard Noise (Original).wav
NOMAD-1148,Falling in Reverse,Voices in My Head,HIGH,original,flac,16,2,,NOMAD-1148 - Falling in Reverse - Voices in My Head/Falling in Reverse - Voices in My Head (Original).flac,NOMAD-1148 - Falling in Reverse - Voices in My Head/Falling in Reverse - Voices in My Head (Original).wav
NOMAD-1149,The Mountain Goats,Flight 717_ Going To Denmark,HIGH,original,flac,14,2,,NOMAD-1149 - The Mountain Goats - Flight 717_ Going To Denmark/The Mountain Goats - Flight 717_ Going To Denmark (Original).flac,NOMAD-1149 - The Mountain Goats - Flight 717_ Going To Denmark/The Mountain Goats - Flight 717_ Going To Denmark (Original).wav
NOMAD-1150,Five Finger Death Punch,Bad Company,HIGH,original,flac,14,2,,NOMAD-1150 - Five Finger Death Punch - Bad Company/Five Finger Death Punch - Bad Company (Original).flac,NOMAD-1150 - Five Finger Death Punch - Bad Company/Five Finger Death Punch - Bad Company (Original).wav
NOMAD-1151,Korn,The Devil Went Down To Georgia,HIGH,original,flac,15,2,,NOMAD-1151 - Korn - The Devil Went Down To Georgia/Korn - The Devil Went Down To Georgia (Original).flac,NOMAD-1151 - Korn - The Devil Went Down To Georgia/Korn - The Devil Went Down To Georgia (Original).wav
NOMAD-1152,Shinedown,A Symptom of Being Human,HIGH,original,flac,14,2,,NOMAD-1152 - Shinedown - A Symptom of Being Human/Shinedown - A Symptom of Being Human (Original).flac,NOMAD-1152 - Shinedown - A Symptom of Being Human/Shinedown - A Symptom of Being Human (Original).wav
NOMAD-1153,Seether,Goodbye Tonight,HIGH,original,flac,15,2,,NOMAD-1153 - Seether - Goodbye Tonight/Seether - Goodbye Tonight (Original).flac,NOMAD-1153 - Seether - Goodbye Tonight/Seether - Goodbye Tonight (Original).wav
NOMAD-1154,Arcade Fire,Unconditional I (Lookout Kid),HIGH,original,flac,14,2,,NOMAD-1154 - Arcade Fire - Unconditional I (Lookout Kid)/Arcade Fire - Unconditional I (Lookout Kid) (Original).flac,NOMAD-1154 - Arcade Fire - Unconditional I (Lookout Kid)/Arcade Fire - Unconditional I (Lookout Kid) (Original).wav
NOMAD-1155,Ethel Cain,A House In Nebraska,HIGH,original,flac,14,2,,NOMAD-1155 - Ethel Cain - A House In Nebraska/Ethel Cain - A House In Nebraska (Original).flac,NOMAD-1155 - Ethel Cain - A House In Nebraska/Ethel Cain - A House In Nebraska (Original).wav
NOMAD-1156,Houndmouth,Sedona,HIGH,original,flac,14,2,,NOMAD-1156 - Houndmouth - Sedona/Houndmouth - Sedona (Original).flac,NOMAD-1156 - Houndmouth - Sedona/Houndmouth - Sedona (Original).wav
