brand,offset_s,peak,verdict,video_dur,audio_dur,onset_s,source,status
NOMAD-0398,5.016,0.891,confirmed,314.538,309.499,0.25,measured,active
NOMAD-0399,5.016,0.747,confirmed,314.538,309.499,0.25,measured,active
NOMAD-0400,5.016,0.813,confirmed,264.167,259.161,26.15,measured,active
NOMAD-0401,5.016,0.971,confirmed,141.667,136.647,10.4,measured,active
NOMAD-0402,5.016,0.942,confirmed,330.374,325.347,16.35,measured,active
NOMAD-0403,5.016,0.576,confirmed,146.634,141.607,8.7,measured,active
NOMAD-0404,5.016,0.913,confirmed,247.133,242.107,5.6,measured,active
NOMAD-0405,5.016,0.822,confirmed,256.07,251.043,0.05,measured,active
NOMAD-0406,5.016,0.881,confirmed,387.054,382.026,0.3,measured,active
NOMAD-0407,5.016,0.689,confirmed,176.518,171.493,1.7,measured,active
NOMAD-0408,5.016,0.937,confirmed,223.933,218.895,0.45,measured,active
NOMAD-0409,5.016,0.88,confirmed,143.467,138.437,0.2,measured,active
NOMAD-0410,5.016,0.866,confirmed,191.267,186.236,0.4,measured,active
NOMAD-0411,5.016,0.565,confirmed,256.133,251.089,1.8,measured,active
NOMAD-0412,5.016,0.871,confirmed,279.615,274.576,0.3,measured,active
NOMAD-0413,5.016,0.702,confirmed,251.542,246.511,20.1,measured,active
NOMAD-0414,5.016,0.914,confirmed,308.245,303.218,8.8,measured,active
NOMAD-0415,5.016,0.598,confirmed,284.767,279.708,0.2,measured,active
NOMAD-0416,5.016,0.845,confirmed,162.842,157.803,0.25,measured,active
NOMAD-0417,5.016,0.899,confirmed,225.675,220.648,3.3,measured,active
NOMAD-0418,5.016,0.823,confirmed,237.215,232.2,7.25,measured,active
NOMAD-0419,5.016,0.942,confirmed,259.553,254.526,15.35,measured,active
NOMAD-0420,5.016,0.812,confirmed,243.137,238.106,0.0,measured,active
NOMAD-0421,5.016,0.955,confirmed,310.633,305.587,0.2,measured,active
NOMAD-0422,5.016,0.852,confirmed,307.6,302.56,5.35,measured,active
NOMAD-0423,5.016,0.844,confirmed,234.847,229.82,0.6,measured,active
NOMAD-0424,5.016,0.824,confirmed,293.617,288.6,0.25,measured,active
NOMAD-0425,5.016,0.855,confirmed,175.892,170.864,11.6,measured,active
NOMAD-0426,5.016,0.795,confirmed,245.087,240.048,1.05,measured,active
NOMAD-0427,5.016,0.838,confirmed,176.567,171.503,0.05,measured,active
NOMAD-0428,5.016,0.871,confirmed,133.933,128.893,0.05,measured,active
NOMAD-0429,5.016,0.941,confirmed,245.064,240.027,3.6,measured,active
NOMAD-0430,5.016,0.809,confirmed,263.2,258.16,16.7,measured,active
NOMAD-0431,5.194,0.596,confirmed,221.774,212.898,5.75,measured,active
NOMAD-0432,5.016,0.869,confirmed,233.872,228.844,0.25,measured,active
NOMAD-0433,5.016,0.783,confirmed,204.067,199.041,4.3,measured,active
NOMAD-0434,5.016,0.718,confirmed,176.774,171.747,2.7,measured,active
NOMAD-0435,5.016,0.685,confirmed,173.755,168.72,4.6,measured,active
NOMAD-0436,5.016,0.676,confirmed,245.6,240.56,1.5,measured,active
NOMAD-0437,5.016,0.694,confirmed,179.467,174.405,5.95,measured,active
NOMAD-0438,5.016,0.578,confirmed,167.672,162.64,9.35,measured,active
NOMAD-0439,5.016,0.697,confirmed,239.667,234.603,22.3,measured,active
NOMAD-0440,5.016,0.871,confirmed,351.806,346.767,9.8,measured,active
NOMAD-0441,5.016,0.746,confirmed,206.833,201.805,2.25,measured,active
NOMAD-0442,5.016,0.77,confirmed,158.233,153.17,9.5,measured,active
NOMAD-0443,5.016,0.578,confirmed,155.933,150.893,8.4,measured,active
NOMAD-0444,5.016,0.717,confirmed,204.522,199.493,3.5,measured,active
NOMAD-0445,5.016,0.938,confirmed,202.316,197.28,0.4,measured,active
NOMAD-0446,5.016,0.922,confirmed,281.867,276.817,4.8,measured,active
NOMAD-0447,5.016,0.926,confirmed,270.977,265.961,1.5,measured,active
NOMAD-0448,5.021,0.896,confirmed,214.599,209.514,16.35,measured,active
NOMAD-0449,5.016,0.797,confirmed,223.748,218.72,0.05,measured,active
NOMAD-0450,5.027,0.829,confirmed,242.51,237.472,10.95,measured,active
NOMAD-0451,10.031,0.7,confirmed,151.124,141.084,6.9,measured,active
NOMAD-0452,10.031,0.833,confirmed,227.262,217.223,22.85,measured,active
NOMAD-0453,10.031,0.883,confirmed,283.686,273.627,5.95,measured,active
NOMAD-0454,10.031,0.838,confirmed,124.63,114.579,17.1,measured,active
NOMAD-0455,10.031,0.689,confirmed,287.494,277.455,15.0,measured,active
NOMAD-0456,10.031,0.844,confirmed,273.191,263.133,0.4,measured,active
NOMAD-0457,5.016,0.641,confirmed,192.339,187.315,0.05,measured,active
NOMAD-0458,5.016,0.533,confirmed,196.542,191.493,8.3,measured,active
NOMAD-0459,5.016,0.729,confirmed,296.201,291.174,4.05,measured,active
NOMAD-0460,5.016,0.954,confirmed,139.327,134.293,0.2,measured,active
NOMAD-0461,5.016,0.761,confirmed,179.103,174.08,0.3,measured,active
NOMAD-0462,5.016,0.878,confirmed,265.528,260.493,4.45,measured,active
NOMAD-0463,5.016,0.725,confirmed,273.469,268.427,0.05,measured,active
NOMAD-0464,5.039,0.834,confirmed,243.446,238.411,0.25,measured,active
NOMAD-0465,5.039,0.899,confirmed,227.47,222.447,0.15,measured,active
NOMAD-0466,5.039,0.838,confirmed,299.917,294.893,0.05,measured,active
NOMAD-0467,5.039,0.958,confirmed,383.601,378.567,1.05,measured,active
NOMAD-0468,5.039,0.976,confirmed,291.999,286.964,0.3,measured,active
NOMAD-0469,5.039,0.992,confirmed,240.845,235.81,0.4,measured,active
NOMAD-0470,5.039,0.95,confirmed,244.769,239.734,0.4,measured,active
NOMAD-0471,5.039,0.971,confirmed,317.123,312.099,26.6,measured,active
NOMAD-0472,5.039,0.858,confirmed,154.397,149.362,2.1,measured,active
NOMAD-0473,5.039,0.946,confirmed,190.876,185.853,0.1,measured,active
NOMAD-0474,5.039,0.993,confirmed,248.693,243.67,0.0,measured,active
NOMAD-0475,5.039,0.962,confirmed,159.436,154.4,0.15,measured,active
NOMAD-0476,5.039,0.694,confirmed,267.13,262.107,1.45,measured,active
NOMAD-0477,5.039,0.668,confirmed,247.741,242.707,0.4,measured,active
NOMAD-0478,5.039,0.682,confirmed,282.641,277.6,0.1,measured,active
NOMAD-0479,5.039,0.732,confirmed,158.043,153.005,0.65,measured,active
NOMAD-0480,5.039,0.953,confirmed,150.171,145.129,0.35,measured,active
NOMAD-0481,5.016,0.927,confirmed,96.467,91.44,4.5,measured,active
NOMAD-0482,5.016,0.798,confirmed,258.167,253.133,2.6,measured,active
NOMAD-0483,5.016,0.832,confirmed,257.935,252.907,11.3,measured,active
NOMAD-0484,5.016,0.831,confirmed,263.183,258.159,20.1,measured,active
NOMAD-0485,5.016,0.922,confirmed,360.242,355.2,0.95,measured,active
NOMAD-0486,5.016,0.854,confirmed,229.167,224.142,0.6,measured,active
NOMAD-0487,5.016,0.607,confirmed,280.365,275.333,13.05,measured,active
NOMAD-0488,5.016,0.657,confirmed,251.015,245.973,0.45,measured,active
NOMAD-0489,5.016,0.906,confirmed,301.612,296.573,0.35,measured,active
NOMAD-0490,5.039,0.85,confirmed,167.099,162.053,0.1,measured,active
NOMAD-0491,5.039,0.958,confirmed,228.655,223.627,0.8,measured,active
NOMAD-0492,5.039,0.986,confirmed,199.49,194.453,0.4,measured,active
NOMAD-0493,5.039,0.926,confirmed,200.257,195.227,1.65,measured,active
NOMAD-0494,5.039,0.922,confirmed,185.953,180.92,0.4,measured,active
NOMAD-0495,5.039,0.911,confirmed,161.688,156.653,0.2,measured,active
NOMAD-0496,5.039,0.901,confirmed,193.709,188.68,0.35,measured,active
NOMAD-0497,5.039,0.946,confirmed,183.561,178.52,2.95,measured,active
NOMAD-0498,5.039,0.901,confirmed,191.363,186.333,0.55,measured,active
NOMAD-0499,5.039,0.934,confirmed,195.079,190.04,0.2,measured,active
NOMAD-0500,5.039,0.921,confirmed,175.643,170.609,2.1,measured,active
NOMAD-0501,5.039,0.687,confirmed,211.681,206.658,1.5,measured,active
NOMAD-0502,5.039,0.97,confirmed,371.968,366.933,0.2,measured,active
NOMAD-0503,5.039,0.763,confirmed,240.288,235.249,20.35,measured,active
NOMAD-0504,5.039,0.864,confirmed,151.355,146.333,28.2,measured,active
NOMAD-0505,5.039,0.764,confirmed,188.414,183.381,1.15,measured,active
NOMAD-0506,5.039,0.853,confirmed,245.489,240.457,2.15,measured,active
NOMAD-0507,5.039,0.892,confirmed,211.147,206.124,0.0,measured,active
NOMAD-0508,5.039,0.722,confirmed,288.051,283.027,1.0,measured,active
NOMAD-0509,5.039,0.79,confirmed,245.025,240.0,0.5,measured,active
NOMAD-0510,5.039,0.802,confirmed,207.919,202.893,1.1,measured,active
NOMAD-0511,5.039,0.891,confirmed,251.758,246.733,0.0,measured,active
NOMAD-0512,5.039,0.906,confirmed,221.41,216.387,0.0,measured,active
NOMAD-0513,5.039,0.866,confirmed,224.963,219.92,0.4,measured,active
NOMAD-0514,5.039,0.785,confirmed,189.924,184.893,0.15,measured,active
NOMAD-0515,5.039,0.841,confirmed,262.393,257.36,0.0,measured,active
NOMAD-0516,5.039,0.885,confirmed,476.295,471.267,0.0,measured,active
NOMAD-0517,5.039,0.78,confirmed,235.272,230.227,8.8,measured,active
NOMAD-0518,5.039,0.81,confirmed,138.608,133.564,0.0,measured,active
NOMAD-0519,5.016,0.828,confirmed,207.2,202.136,0.45,measured,active
NOMAD-0520,5.039,0.856,confirmed,238.035,233.0,1.1,measured,active
NOMAD-0521,5.039,0.971,confirmed,265.458,260.423,15.35,measured,active
NOMAD-0522,5.039,0.694,confirmed,196.704,191.681,2.2,measured,active
NOMAD-0523,5.039,0.887,confirmed,175.992,170.96,4.4,measured,active
NOMAD-0524,5.039,0.849,confirmed,204.436,199.4,0.15,measured,active
NOMAD-0525,5.0,0.854,confirmed,204.604,199.4,0.15,measured,active
NOMAD-0526,5.039,0.91,confirmed,224.011,218.976,13.05,measured,active
NOMAD-0527,5.039,0.914,confirmed,191.038,186.0,6.85,measured,active
NOMAD-0528,5.039,0.913,confirmed,198.631,193.6,8.8,measured,active
NOMAD-0529,5.039,0.812,confirmed,191.131,186.093,7.0,measured,active
NOMAD-0530,5.039,0.857,confirmed,170.674,165.64,2.85,measured,active
NOMAD-0531,5.039,0.738,confirmed,217.138,212.107,9.5,measured,active
NOMAD-0533,5.039,0.941,confirmed,160.852,155.827,2.3,measured,active
NOMAD-0534,5.039,0.883,confirmed,178.569,173.533,5.15,measured,active
NOMAD-0535,5.039,0.889,confirmed,181.17,176.133,11.45,measured,active
NOMAD-0536,5.039,0.817,confirmed,177.733,172.707,0.4,measured,active
NOMAD-0537,5.039,0.885,confirmed,204.506,199.467,6.35,measured,active
NOMAD-0538,5.039,0.826,confirmed,171.232,166.2,7.8,measured,active
NOMAD-0539,5.039,0.778,confirmed,188.577,183.533,1.05,measured,active
NOMAD-0540,5.039,0.933,confirmed,199.699,194.667,2.2,measured,active
NOMAD-0541,5.039,0.886,confirmed,193.778,188.733,0.75,measured,active
NOMAD-0542,5.039,0.85,confirmed,158.437,153.4,0.35,measured,active
NOMAD-0543,5.039,0.861,confirmed,211.333,206.293,5.6,measured,active
NOMAD-0544,5.039,0.915,confirmed,186.882,181.84,10.85,measured,active
NOMAD-0545,5.039,0.89,confirmed,186.905,181.867,2.2,measured,active
NOMAD-0546,5.039,0.873,confirmed,206.294,201.267,8.85,measured,active
NOMAD-0547,5.039,0.93,confirmed,194.034,189.0,2.2,measured,active
NOMAD-0548,5.039,0.829,confirmed,222.153,217.12,9.3,measured,active
NOMAD-0549,5.039,0.864,confirmed,197.099,192.067,5.8,measured,active
NOMAD-0550,5.039,0.805,confirmed,231.511,226.48,21.3,measured,active
NOMAD-0551,5.039,0.762,confirmed,297.595,292.571,14.4,measured,active
NOMAD-0552,5.039,0.911,confirmed,253.337,248.294,17.4,measured,active
NOMAD-0553,5.039,0.855,confirmed,155.28,150.24,4.2,measured,active
NOMAD-0554,5.039,0.711,confirmed,420.428,415.399,0.55,measured,active
NOMAD-0555,5.039,0.952,confirmed,520.692,515.667,54.75,measured,active
NOMAD-0556,5.016,0.84,confirmed,197.091,192.067,5.8,measured,active
NOMAD-0557,5.039,0.796,confirmed,213.376,208.333,2.6,measured,active
NOMAD-0558,5.039,0.836,confirmed,250.946,245.92,5.35,measured,active
NOMAD-0559,5.039,0.913,confirmed,298.431,293.4,13.5,measured,active
NOMAD-0560,5.016,0.775,confirmed,168.167,163.143,4.2,measured,active
NOMAD-0561,5.016,0.829,confirmed,190.067,185.001,8.2,measured,active
NOMAD-0562,5.016,0.67,confirmed,163.8,158.778,7.55,measured,active
NOMAD-0563,5.016,0.688,confirmed,212.37,207.333,5.1,measured,active
NOMAD-0564,5.016,0.643,confirmed,221.054,216.025,19.55,measured,active
NOMAD-0565,5.016,0.846,confirmed,262.9,257.853,8.85,measured,active
NOMAD-0566,5.016,0.756,confirmed,166.186,161.149,11.8,measured,active
NOMAD-0567,5.016,0.895,confirmed,203.2,198.147,5.45,measured,active
NOMAD-0568,5.016,0.925,confirmed,248.633,243.573,22.9,measured,active
NOMAD-0569,5.016,0.616,confirmed,190.706,185.678,7.05,measured,active
NOMAD-0570,5.016,0.588,confirmed,160.967,155.925,10.0,measured,active
NOMAD-0571,5.016,0.606,confirmed,147.61,142.592,7.95,measured,active
NOMAD-0572,5.016,0.801,confirmed,165.071,160.043,10.45,measured,active
NOMAD-0573,5.016,0.485,confirmed,150.833,145.792,3.5,measured,active
NOMAD-0574,5.016,0.641,confirmed,124.3,119.253,6.45,measured,active
NOMAD-0575,5.016,0.684,confirmed,231.201,226.176,13.1,measured,active
NOMAD-0576,5.016,0.701,confirmed,152.904,147.883,1.25,measured,active
NOMAD-0577,5.016,0.6,confirmed,303.333,298.271,7.7,measured,active
NOMAD-0578,5.016,0.643,confirmed,169.297,164.267,10.35,measured,active
NOMAD-0579,5.016,0.744,confirmed,178.567,173.505,7.6,measured,active
NOMAD-0580,16.349,0.899,needs-review,437.533,419.029,61.2,measured,active
NOMAD-0581,5.016,0.805,confirmed,248.036,243.0,7.0,measured,active
NOMAD-0582,5.016,0.794,confirmed,170.7,165.667,6.4,measured,active
NOMAD-0583,5.016,0.883,confirmed,224.793,219.76,18.6,measured,active
NOMAD-0584,5.016,0.863,confirmed,199.204,194.173,12.3,measured,active
NOMAD-0585,5.016,0.736,confirmed,196.5,191.467,12.15,measured,active
NOMAD-0586,5.016,0.904,confirmed,198.926,193.893,7.4,measured,active
NOMAD-0587,5.016,0.777,confirmed,198.5,193.467,0.4,measured,active
NOMAD-0588,5.016,0.855,confirmed,181.302,176.267,7.75,measured,active
NOMAD-0589,5.016,0.747,confirmed,197.625,192.592,0.65,measured,active
NOMAD-0590,5.016,0.968,confirmed,197.904,192.596,0.65,measured,active
NOMAD-0591,5.016,0.95,confirmed,272.7,267.653,25.1,measured,active
NOMAD-0592,5.016,0.522,confirmed,318.114,313.086,13.65,measured,active
NOMAD-0593,5.016,0.879,confirmed,194.7,189.653,6.8,measured,active
NOMAD-0594,5.016,0.853,confirmed,233.965,228.933,14.05,measured,active
NOMAD-0595,5.016,0.839,confirmed,182.0,176.973,5.5,measured,active
NOMAD-0596,5.016,0.866,confirmed,353.803,348.773,23.1,measured,active
NOMAD-0597,5.016,0.785,confirmed,224.367,219.333,13.45,measured,active
NOMAD-0598,5.016,0.801,confirmed,201.267,196.227,6.9,measured,active
NOMAD-0599,5.016,0.839,confirmed,170.969,165.933,6.45,measured,active
NOMAD-0600,5.016,0.827,confirmed,184.901,179.867,7.8,measured,active
NOMAD-0601,5.016,0.819,confirmed,169.97,164.933,6.4,measured,active
NOMAD-0602,5.016,0.722,confirmed,194.862,189.827,12.35,measured,active
NOMAD-0603,5.016,0.784,confirmed,167.765,162.733,6.6,measured,active
NOMAD-0604,5.016,0.85,confirmed,217.896,212.867,14.6,measured,active
NOMAD-0605,5.016,0.861,confirmed,202.571,197.533,16.2,measured,active
NOMAD-0606,5.016,0.872,confirmed,191.133,186.093,13.45,measured,active
NOMAD-0607,5.016,0.846,confirmed,208.3,203.267,16.25,measured,active
NOMAD-0608,5.016,0.91,confirmed,188.567,183.507,12.65,measured,active
NOMAD-0609,5.016,0.878,confirmed,189.8,184.76,14.55,measured,active
NOMAD-0610,5.016,0.812,confirmed,202.3,197.267,10.75,measured,active
NOMAD-0611,5.016,0.796,confirmed,191.402,186.373,1.35,measured,active
NOMAD-0612,5.016,0.726,confirmed,226.567,221.533,3.55,measured,active
NOMAD-0613,5.016,0.886,confirmed,195.837,190.8,0.45,measured,active
NOMAD-0614,5.016,0.859,confirmed,231.503,226.467,14.05,measured,active
NOMAD-0615,5.016,0.868,confirmed,266.449,261.427,6.4,measured,active
NOMAD-0616,5.016,0.81,confirmed,219.475,214.44,14.65,measured,active
NOMAD-0617,5.016,0.834,confirmed,336.367,331.324,2.55,measured,active
NOMAD-0618,5.016,0.904,confirmed,222.378,217.344,6.0,measured,active
